i,35
i,49
i,50
i,34
i,68
i,29
i,5
i,51
d,50
i,71
i,72
i,31
i,56
i,58
i,46
i,89
i,38
i,67
i,12
i,93
i,39
i,84
i,59
i,1
i,53
d,58
i,37
i,9
i,18
d,89
i,26
d,53
i,7
d,12
d,34
d,46
d,71
d,59
i,19
d,84
i,54
i,12
i,34
i,94
i,87
d,7
i,92
i,73
i,16
d,18
d,29
i,28
i,3
d,51
i,60
i,64
i,57
i,95
i,52
d,5
d,39
i,90
i,5
i,14
i,43
d,35
d,34
i,74
d,68
d,56
d,26
i,98
i,36
d,64
i,4
i,80
i,76
d,94
i,89
i,18
i,63
d,54
i,53
i,27
i,94
i,23
d,23
i,61
i,35
i,91
i,24
i,20
i,55
i,48
d,3
d,89
i,96
d,80
i,41
i,51
i,64
i,69
d,41
i,89
i,78
d,64
i,42
i,44
d,57
d,96
i,0
d,49
i,3
d,1
i,50
d,90
d,91
d,42
i,66
d,9
d,95
d,18
i,79
d,38
d,78
d,66
d,98
d,72
i,8
i,97
i,96
d,97
i,95
i,84
i,56
i,49
i,41
d,50
i,54
d,56
i,25
d,69
i,38
i,56
i,98
i,29
i,88
d,27
d,41
i,47
d,88
i,75
i,78
i,6
d,93
d,0
i,42
d,53
i,64
d,3
d,20
d,89
d,74
d,36
i,33
d,35
i,36
d,92
i,99
i,82
i,11
d,12
i,91
i,81
d,31
d,29
i,31
i,66
i,46
d,42
d,60
i,21
d,49
d,79
i,1
i,69
i,53
d,84
i,58
d,24
i,18
i,42
d,99
i,41
i,32
d,91
d,41
d,96
d,58
i,22
i,35
d,42
d,44
i,70
i,27
d,38
d,63
d,25
d,54
i,13
i,91
d,16
d,31
i,59
i,92
i,26
i,40
i,39
d,35
i,15
i,90
d,69
d,66
i,86
d,90
i,66
i,65
d,86
d,95
d,32
i,90
i,24
d,43
d,64
i,71
d,8
i,34
d,56
d,81
i,42
d,76
i,88
d,55
d,52
i,57
d,75
d,71
d,40
d,14
i,56
i,79
i,40
i,23
d,48
i,84
d,42
i,86
i,76
d,53
d,51
d,11
i,53
i,55
i,49
d,53
i,60
d,49
i,11
d,73
i,72
d,60
d,33
i,77
i,99
i,12
d,98
i,62
i,54
i,69
i,48
d,69
i,32
d,54
i,43
i,38
i,93
i,35
d,38
d,32
i,63
d,28
i,41
d,56
d,63
i,89
i,71
d,55
i,8
i,42
i,52
d,40
d,42
i,73
d,46
d,47
i,33
d,90
d,93
d,13
d,84
d,91
d,99
i,42
d,23
d,24
i,32
i,13
d,57
d,5
d,11
i,55
d,26
d,39
i,98
d,22
i,91
d,82
d,13
i,9
i,47
i,25
i,28
d,32
i,31
d,65
i,84
d,42
i,81
d,25
i,63
i,10
i,0
d,72
d,79
d,1
i,82
d,52
d,59
d,63
i,96
d,91
i,13
i,44
d,33
d,84
i,50
i,7
d,70
d,81
d,71
d,76
d,43
i,75
i,70
i,25
d,31
i,63
i,60
d,92
d,28
d,73
i,52
i,69
d,50
d,9
d,34
i,59
d,59
d,4
i,53
i,99
i,9
d,8
d,67
d,12
d,25
i,71
i,2
i,93
i,28
i,20
d,18
i,58
d,37
d,86
d,19
i,51
i,31
i,97
i,72
d,47
i,45
i,49
i,39
i,32
d,87
d,75
d,2
d,39
d,45
i,17
d,71
d,58
i,68
i,46
i,34
i,65
i,74
i,14
d,74
d,51
i,42
d,46
i,71
d,65
i,1
d,20
d,41
d,77
i,47
d,14
d,17
i,77
i,39
i,17
d,97
i,59
d,21
d,27
i,11
i,43
i,5
i,95
d,36
i,29
i,16
i,85
d,93
i,87
d,94
d,68
d,43
d,35
d,78
i,12
d,31
i,27
