i,4
i,5
i,8
i,20
d,4
i,77
i,47
i,14
i,18
i,72
i,63
i,66
i,3
d,66
i,90
i,22
i,86
i,97
i,26
i,45
i,92
i,6
d,8
i,48
i,60
i,56
i,0
i,54
i,79
d,26
i,53
d,90
i,69
i,51
i,25
d,86
d,54
i,68
i,42
d,25
i,67
i,89
i,59
i,86
i,50
i,66
d,79
i,58
i,85
d,85
i,8
i,4
i,94
d,53
i,10
d,45
d,94
d,6
d,48
i,90
d,59
i,7
i,9
i,31
i,27
i,81
i,36
d,36
i,87
i,59
d,0
i,38
i,52
i,34
i,62
d,31
i,93
d,38
d,87
d,3
d,34
i,99
d,18
i,94
i,26
i,46
d,50
i,57
d,57
i,25
d,72
i,91
i,61
d,94
i,13
i,0
d,61
i,11
i,32
d,22
i,48
i,72
i,23
i,12
i,73
d,23
d,66
d,8
i,22
d,69
d,9
i,70
i,17
i,9
i,28
d,56
i,82
i,65
i,95
i,55
d,59
i,43
i,8
i,85
i,33
d,55
d,11
d,82
d,52
i,38
i,75
i,55
d,60
i,36
d,72
i,88
d,89
i,69
d,5
i,71
i,89
d,86
d,71
d,36
i,5
d,12
d,20
d,85
i,44
i,35
d,4
d,90
i,45
i,40
d,63
d,33
d,69
i,19
i,96
i,78
d,81
d,40
i,18
d,77
i,72
d,8
d,68
d,95
i,20
i,59
i,95
d,0
d,72
i,40
i,63
d,13
d,48
d,99
d,62
d,17
i,8
i,85
d,10
i,33
d,26
i,3
d,14
d,59
i,61
d,22
i,11
d,63
d,35
d,18
i,0
i,99
i,72
i,53
d,75
i,1
i,36
i,76
i,16
i,39
i,80
d,51
i,68
i,34
i,69
d,91
d,97
i,97
d,34
d,47
i,84
d,38
d,19
i,26
d,8
i,22
i,38
i,41
i,66
d,5
d,0
d,69
d,43
d,22
d,27
i,79
i,34
i,24
i,82
d,40
i,91
i,50
i,59
d,67
d,99
d,92
i,19
d,73
d,28
d,61
d,25
d,85
i,81
d,45
i,5
d,55
i,25
i,37
i,60
d,65
i,45
i,90
d,58
i,43
d,89
i,67
i,71
i,47
i,86
d,7
i,22
d,47
i,51
i,15
d,68
i,89
d,9
i,52
d,70
i,61
d,20
i,23
i,73
i,68
d,86
d,82
i,31
d,33
i,99
d,24
d,15
d,52
i,33
i,86
i,15
d,93
d,38
d,80
d,42
i,93
i,56
i,63
d,37
i,82
i,94
d,22
d,79
d,5
i,92
d,68
d,63
d,73
d,90
i,85
d,66
i,17
i,90
d,97
i,7
i,9
d,23
i,80
i,97
d,39
i,66
i,27
i,75
d,89
d,80
i,89
i,4
i,83
d,81
d,84
d,59
d,44
d,46
i,39
d,15
d,71
d,11
d,16
i,30
d,94
d,39
i,73
d,33
i,84
d,76
i,65
d,41
d,93
d,31
i,14
d,4
d,3
d,25
d,1
d,7
d,72
i,76
i,15
i,21
i,62
d,91
d,14
i,23
i,63
i,24
d,50
i,46
i,69
d,66
i,13
d,62
d,65
d,19
i,81
i,72
d,15
d,30
d,88
d,13
d,85
i,49
d,83
i,5
i,62
i,25
i,0
d,86
i,79
d,72
i,22
d,69
d,92
i,16
i,55
d,46
i,91
d,16
i,28
i,47
d,27
i,40
i,14
i,37
d,61
i,59
i,98
i,7
i,87
i,18
i,93
i,57
i,64
i,94
d,45
d,21
i,92
d,90
i,3
i,50
d,64
i,12
i,20
i,90
i,4
i,46
i,61
d,97
d,51
d,40
d,63
d,84
i,63
d,43
i,48
d,48
d,32
i,52
i,30
d,79
d,91
d,4
d,62
i,69
d,90
d,61
d,37
d,60
i,61
i,37
d,23
d,24
d,95
i,84
i,40
d,49
i,2
i,19
d,18
i,54
d,87
d,46
i,29
d,57
i,18
d,40
i,13
d,84
i,84
d,75
i,6
i,95
i,70
d,30
i,46
i,91
i,21
d,14
d,84
d,70
i,16
i,71
d,55
d,53
d,22
d,67
i,97
i,75
i,49
d,17
i,65
i,33
d,99
i,67
d,94
i,38
i,84
d,6
i,58
i,74
d,69
d,13
d,81
d,73
i,41
i,85
d,85
i,85
i,83
d,9
d,93
d,74
i,94
d,20
d,28
i,72
i,13
i,6
d,91
i,51
d,7
i,60
i,22
d,92
i,66
i,4
i,87
d,38
d,84
i,91
i,17
i,9
d,94
i,93
d,52
d,17
i,38
i,94
i,69
i,92
i,40
d,13
d,26
d,34
d,33
d,60
i,28
i,53
d,29
i,14
d,89
d,21
d,65
d,22
i,34
i,79
i,1
i,22
d,12
d,3
d,78
i,88
i,15
d,16
d,14
d,97
i,26
d,37
i,65
i,78
i,97
d,6
i,86
i,8
d,88
d,40
i,52
d,72
d,98
d,9
i,24
d,53
i,48
i,98
i,39
i,53
i,72
d,47
d,53
d,96
d,8
d,92
i,20
d,24
i,13
i,6
i,96
d,52
i,24
d,13
i,45
d,96
i,7
d,75
i,47
d,58
i,43
i,27
d,56
i,70
i,77
d,76
d,49
i,96
i,32
d,85
d,7
d,25
d,79
i,30
i,88
d,72
d,78
i,17
i,78
d,94
i,74
d,28
i,79
i,94
d,6
i,53
i,58
d,91
i,7
d,17
i,8
d,19
d,38
i,25
i,81
i,12
d,46
d,45
d,58
d,12
d,97
d,47
d,34
i,17
d,20
d,87
i,31
i,38
d,22
i,58
d,69
i,47
i,91
d,30
i,23
d,54
d,2
d,67
i,28
d,31
i,35
d,53
i,85
d,93
i,68
d,77
i,2
i,57
d,18
d,58
d,2
d,26
d,61
d,15
i,44
i,30
i,54
i,2
d,51
i,49
i,80
i,46
d,78
i,10
d,49
d,80
d,86
d,38
d,59
d,50
i,33
i,58
d,66
i,72
d,85
i,49
i,85
i,38
d,23
d,68
d,47
d,41
d,33
i,55
i,3
i,67
i,90
d,44
d,32
d,36
d,7
i,76
d,81
i,21
d,8
i,80
i,14
d,10
i,93
i,19
d,48
i,16
i,10
i,41
d,58
i,15
i,73
d,46
i,44
i,97
d,38
i,6
d,97
i,8
d,95
i,86
d,35
i,59
i,52
d,25
i,31
d,65
d,90
d,94
i,48
i,22
d,93
i,90
i,37
d,54
i,99
d,0
i,47
d,31
i,81
i,89
i,92
i,29
i,23
d,3
i,46
i,97
d,2
i,69
d,70
d,91
d,28
i,65
i,18
d,6
d,98
d,49
d,65
d,79
i,87
i,11
d,83
i,83
i,51
d,48
d,81
d,89
i,81
i,79
d,15
i,32
d,23
d,24
d,69
d,76
i,50
d,43
d,46
i,78
i,0
i,36
i,93
d,27
i,28
d,36
d,81
d,82
i,42
i,98
d,52
i,27
d,17
d,28
i,20
d,78
i,12
i,40
d,22
i,78
d,74
d,12
d,98
i,84
i,65
i,23
d,71
i,75
i,33
d,33
i,43
i,81
d,8
d,14
i,64
i,49
d,99
d,27
i,61
i,25
i,99
d,61
i,53
i,3
d,43
d,65
i,43
i,35
d,42
d,79
d,4
d,64
d,51
d,53
d,21
i,48
i,71
i,79
d,57
i,38
i,42
i,98
d,41
d,42
d,47
i,42
i,33
d,99
i,34
i,15
i,12
d,16
i,28
d,72
i,27
d,11
d,32
d,88
i,64
d,55
i,45
i,61
d,18
d,3
i,76
d,98
d,45
i,70
d,33
d,49
i,11
d,38
i,66
d,93
d,35
i,72
d,76
i,31
i,47
d,85
d,64
d,73
i,76
d,0
i,0
i,24
i,82
i,18
d,97
d,59
d,96
i,35
i,69
d,5
d,29
d,50
d,27
i,51
d,34
i,16
d,20
d,66
i,2
i,38
i,5
i,56
d,25
i,95
i,55
d,23
i,49
d,86
d,55
d,76
d,5
d,19
i,34
d,37
i,97
d,31
i,53
d,75
i,64
d,11
i,26
i,19
i,7
i,58
i,86
i,8
d,79
d,97
d,35
i,62
d,71
i,77
i,74
i,22
i,36
d,24
i,45
d,18
d,44
i,21
i,6
