i,97
i,81
i,11
i,79
i,90
i,2
i,99
i,30
i,22
i,78
d,79
i,33
i,88
i,94
i,71
i,98
i,70
i,18
i,24
i,38
i,8
i,17
i,35
i,58
i,63
i,46
i,54
i,6
i,76
i,65
i,72
i,40
i,23
i,28
i,7
d,18
i,73
i,21
i,67
i,69
i,74
i,55
d,81
i,68
d,98
d,94
d,70
i,14
i,43
d,2
d,22
i,12
i,94
d,58
i,27
i,0
i,36
i,96
i,19
d,88
d,65
i,80
i,34
i,57
i,89
i,81
i,39
d,11
i,49
d,24
d,74
d,76
d,90
i,52
d,35
i,83
i,92
d,46
i,20
d,55
i,5
d,14
d,69
i,95
i,29
i,32
d,99
d,71
i,75
i,41
d,40
d,36
i,58
i,60
d,81
d,95
d,68
d,0
i,69
i,44
i,31
d,44
i,99
i,26
i,61
i,13
d,83
d,60
d,34
d,29
i,10
i,70
d,52
i,29
i,35
i,64
i,62
d,35
i,76
d,33
i,35
d,73
i,51
i,82
i,44
d,44
d,17
d,35
d,97
d,43
i,53
d,32
i,98
i,35
d,54
i,44
i,52
d,78
d,70
d,10
d,92
i,83
i,22
d,62
i,47
i,1
d,13
d,8
i,18
i,25
d,30
d,25
i,86
i,40
d,38
d,83
i,62
d,82
d,28
i,77
d,40
i,4
i,65
d,77
i,50
i,30
i,15
d,44
i,83
d,51
i,54
i,11
i,16
d,47
d,27
d,62
i,33
i,36
i,81
d,64
i,32
d,81
i,42
i,59
i,85
d,41
i,9
i,93
i,90
i,8
d,54
d,76
i,28
i,41
d,41
i,84
i,41
d,6
d,18
i,62
d,59
d,12
i,3
i,0
d,80
d,57
i,40
i,46
d,7
d,40
i,34
d,0
d,4
i,10
d,41
d,9
d,16
i,56
d,98
i,25
i,60
d,10
i,91
d,83
i,45
i,10
d,32
d,39
i,97
i,2
i,39
d,91
d,97
d,61
d,29
d,28
i,4
i,29
i,97
i,66
d,72
i,81
i,7
i,80
d,20
i,14
d,62
i,77
d,22
i,16
d,23
d,11
i,95
i,54
i,47
d,14
d,19
i,91
i,32
i,9
i,6
i,0
i,20
i,62
d,1
d,95
d,77
d,53
i,38
i,73
d,33
i,59
i,43
i,98
d,73
i,57
d,75
d,84
d,80
i,80
i,11
d,62
i,73
i,61
d,20
d,65
i,33
i,13
d,30
i,23
d,2
d,33
i,78
i,27
i,76
d,89
i,48
d,0
i,70
d,29
d,15
d,97
d,96
d,85
d,49
i,75
d,99
i,65
d,75
d,47
i,92
d,35
i,2
d,93
d,2
d,26
i,95
i,49
d,76
i,88
d,61
i,44
d,52
d,36
d,8
d,5
d,10
d,65
d,42
i,61
d,86
i,74
i,35
d,13
d,94
i,93
d,66
i,0
d,16
i,5
d,50
i,84
i,75
d,58
i,29
d,74
d,84
i,16
d,57
i,68
i,77
i,15
d,63
i,30
d,0
i,74
d,5
d,27
i,55
i,79
d,92
i,41
d,29
d,80
i,65
d,38
d,75
i,37
i,36
i,8
i,62
d,91
i,58
i,76
d,59
d,73
d,78
d,54
d,74
i,59
i,53
i,17
d,61
i,87
d,67
d,43
d,68
i,52
i,54
d,62
d,77
d,41
d,11
i,19
d,23
i,14
i,80
i,38
i,5
d,81
i,23
i,78
i,11
d,9
i,42
d,34
i,28
d,42
i,85
i,57
d,39
i,67
i,10
d,49
d,76
i,9
i,83
i,2
i,27
d,85
d,30
i,64
d,93
d,36
d,23
d,80
d,21
i,29
d,8
d,25
i,18
i,34
i,91
d,58
d,31
i,25
i,96
d,87
i,66
d,56
i,0
d,95
i,56
i,12
d,17
i,73
i,76
i,31
d,96
i,41
i,63
d,34
d,45
i,89
i,81
d,15
i,8
d,63
d,14
d,48
i,22
d,76
d,60
i,96
i,33
i,93
d,93
i,87
d,8
d,28
i,60
i,43
i,48
d,83
i,51
i,95
d,0
i,30
d,96
d,78
i,36
d,87
d,64
d,41
i,77
d,48
d,95
i,20
d,91
i,26
i,64
i,14
i,21
i,42
d,29
d,18
d,67
i,13
i,1
d,44
i,71
i,76
d,89
d,81
d,13
d,71
i,17
d,88
i,99
i,93
i,63
i,68
d,68
i,83
d,99
d,31
i,61
d,5
d,1
i,5
d,19
d,64
d,42
i,0
i,92
i,8
i,86
d,79
i,62
d,11
d,54
i,19
i,28
d,7
i,58
d,92
i,1
i,71
i,95
i,72
i,45
d,2
d,98
i,87
i,97
d,5
d,8
i,48
d,60
d,36
i,79
i,50
i,82
d,19
d,16
d,82
i,8
i,80
i,13
d,8
d,9
d,52
i,36
d,17
d,43
i,19
i,74
d,28
d,55
i,47
i,84
i,44
i,18
i,64
d,74
d,26
d,72
i,43
d,19
i,96
d,61
d,62
i,15
d,32
d,45
d,84
i,23
d,95
i,89
i,60
d,73
d,65
d,56
i,49
i,17
d,87
i,81
d,64
i,92
i,19
i,28
i,2
d,12
d,37
i,11
i,99
i,9
d,25
d,77
i,8
d,81
d,6
d,38
d,22
d,69
i,98
d,10
d,71
d,21
i,22
i,64
i,34
d,2
i,2
d,48
i,39
d,22
i,95
d,51
i,81
d,90
d,63
d,28
i,40
d,2
i,74
i,10
d,8
i,41
i,21
d,36
i,56
d,10
i,68
i,54
i,42
i,28
d,64
i,10
d,50
d,21
d,10
d,58
i,22
d,40
i,88
i,48
d,86
d,59
i,73
i,72
d,74
i,37
i,29
i,40
d,3
i,86
i,5
d,81
d,11
d,68
d,20
d,79
i,12
d,73
i,10
i,21
i,61
d,76
i,8
d,95
d,37
i,16
d,13
d,8
d,88
d,99
i,90
d,57
d,5
d,48
i,73
d,34
d,10
i,79
d,1
d,83
i,84
i,5
i,3
i,67
d,18
i,88
d,39
d,66
i,36
d,0
i,63
d,9
i,13
d,86
i,50
d,43
i,24
i,43
i,91
i,7
d,79
d,46
i,82
i,52
d,49
d,92
i,39
d,53
i,62
d,17
i,75
d,16
d,73
d,97
d,14
d,91
i,65
d,24
i,59
i,92
d,84
i,0
i,91
i,49
d,29
d,88
i,87
i,48
d,48
d,47
i,46
i,48
i,6
i,84
i,10
d,84
d,22
d,98
i,57
i,51
i,83
d,56
i,94
d,41
d,82
i,73
i,16
d,91
d,28
i,98
i,99
d,36
i,53
d,10
i,37
d,65
d,99
i,8
d,13
d,3
i,68
d,57
i,97
i,14
i,17
i,58
i,71
d,5
d,75
i,3
i,20
i,13
i,88
d,53
i,41
i,29
d,59
d,44
d,62
d,98
i,85
d,3
i,5
d,48
i,38
d,88
i,64
d,23
i,88
d,27
d,64
i,32
d,93
i,3
i,18
i,79
i,36
d,29
i,86
d,50
d,85
i,62
d,94
i,11
d,52
i,52
d,97
i,94
d,60
i,48
d,68
d,67
d,58
d,21
i,28
i,24
d,7
d,87
i,53
i,9
d,8
i,78
i,8
i,75
i,7
i,68
d,79
d,30
d,13
d,0
d,54
i,67
d,12
i,10
i,93
d,86
d,11
d,51
i,57
d,88
d,78
d,10
i,82
i,12
d,5
d,80
d,32
d,33
i,47
i,13
d,18
i,81
d,37
d,67
i,97
i,78
d,14
d,73
d,57
i,34
d,92
d,93
d,7
i,18
i,26
i,10
i,7
i,2
d,97
d,90
i,59
d,52
i,5
i,57
d,16
i,16
d,68
d,3
i,80
i,73
i,30
d,5
d,71
d,46
d,82
d,6
i,52
d,53
i,22
i,5
i,11
d,7
i,23
d,16
d,22
d,19
d,5
i,66
d,48
d,83
i,16
d,9
i,77
i,45
i,7
d,94
d,38
d,30
i,82
i,92
i,14
d,14
i,64
d,75
i,60
d,8
d,63
i,37
d,52
i,53
d,36
i,8
d,70
i,98
i,21
d,40
i,63
d,23
i,38
i,32
i,36
i,33
i,51
d,36
d,18
i,25
i,75
i,86
d,39
i,94
i,52
i,84
i,91
d,43
d,89
i,93
d,25
d,4
i,48
i,74
d,13
d,78
d,57
d,42
d,45
i,55
i,5
d,51
i,43
i,50
d,16
d,52
d,8
i,40
d,49
d,74
i,52
i,71
d,92
i,90
i,56
i,87
d,53
i,27
i,85
d,7
i,31
d,66
i,65
i,66
i,8
d,80
d,93
d,96
d,35
d,64
i,7
d,94
d,75
i,68
i,49
d,34
d,66
d,37
d,52
d,72
i,58
d,10
d,31
i,44
i,88
i,89
i,25
i,52
i,9
d,81
d,21
i,94
i,1
d,65
d,41
d,63
d,17
d,77
i,0
i,54
i,35
i,30
i,31
d,52
i,19
d,98
i,45
d,86
i,22
i,83
d,31
i,10
i,67
d,62
i,70
i,80
i,37
d,24
d,55
i,41
i,72
d,28
d,71
i,97
i,13
i,14
i,98
i,78
d,88
d,80
d,7
i,34
i,42
d,22
i,4
i,53
i,22
i,28
d,11
d,56
d,58
